,order,species,adult_body_mass_g,adult_head_body_len_mm,home_range_km2,litter_size,habitat
2846,Chiroptera,Myotis oxygnathus,21.23,NA,NA,NA,T
2847,Chiroptera,Myotis oxyotus,5.65,NA,NA,0.98,T
2848,Chiroptera,Myotis ozensis,NA,NA,NA,NA,T
2849,Chiroptera,Myotis peninsularis,NA,NA,NA,NA,T
2850,Chiroptera,Myotis pequinius,NA,NA,NA,NA,T
2851,Chiroptera,Myotis planiceps,NA,NA,NA,NA,T
2852,Chiroptera,Myotis pruinosus,NA,NA,NA,NA,T
2853,Chiroptera,Myotis punicus,NA,NA,NA,NA,T
2854,Chiroptera,Myotis ricketti,NA,NA,NA,NA,T
2855,Chiroptera,Myotis ridleyi,4.06,NA,NA,NA,T
2856,Chiroptera,Myotis riparius,4.57,NA,NA,0.98,T
2612,Chiroptera,Myotis rosseti,3.29,NA,NA,NA,T
2613,Chiroptera,Myotis ruber,4.99,NA,NA,NA,T
2614,Chiroptera,Myotis schaubi,NA,NA,NA,NA,T
2615,Chiroptera,Myotis scotti,NA,NA,NA,NA,T
2616,Chiroptera,Myotis septentrionalis,NA,NA,NA,NA,T
2617,Chiroptera,Myotis sicarius,NA,NA,NA,NA,T
2618,Chiroptera,Myotis siligorensis,2.93,NA,NA,0.98,T
2619,Chiroptera,Myotis simus,NA,NA,NA,0.98,T
2620,Chiroptera,Myotis sodalis,7.15,47.43,NA,0.99,T
2621,Chiroptera,Myotis stalkeri,NA,NA,NA,NA,T
2622,Chiroptera,Myotis thysanodes,8.49,52.39,NA,0.99,T
2623,Chiroptera,Myotis tricolor,13.67,NA,NA,0.99,T
2624,Chiroptera,Myotis velifer,9.82,NA,NA,0.99,T
2625,Chiroptera,Myotis vivesi,25.63,NA,NA,0.99,M
2626,Chiroptera,Myotis volans,8.71,NA,NA,0.99,T
2627,Chiroptera,Myotis welwitschii,15.88,NA,NA,NA,T
2628,Chiroptera,Myotis yanbarensis,NA,NA,NA,NA,T
2629,Chiroptera,Myotis yesoensis,NA,NA,NA,NA,T
2630,Chiroptera,Myotis yumanensis,5.15,NA,NA,0.99,T
2638,Chiroptera,Mystacina robusta,27.41,NA,NA,NA,T
2639,Chiroptera,Mystacina tuberculata,13.14,NA,NA,0.99,T
2641,Chiroptera,Myzopoda aurita,9.1,58,NA,NA,T
2861,Chiroptera,Nanonycteris veldkampii,21.89,NA,NA,0.98,T
2867,Chiroptera,Natalus jamaicensis,NA,NA,NA,NA,T
2868,Chiroptera,Natalus major,NA,NA,NA,NA,T
2869,Chiroptera,Natalus primus,NA,NA,NA,NA,T
2870,Chiroptera,Natalus stramineus,5.68,NA,NA,0.99,T
2871,Chiroptera,Natalus tumidirostris,6.3,NA,NA,NA,T
2900,Chiroptera,Neonycteris pusilla,NA,NA,NA,NA,T
2904,Chiroptera,Neopteryx frosti,NA,NA,NA,0.98,T
2905,Chiroptera,Neoromicia brunneus,NA,NA,NA,NA,T
2906,Chiroptera,Neoromicia capensis,5.96,NA,NA,1.96,T
2907,Chiroptera,Neoromicia flavescens,10.5,NA,NA,NA,T
2908,Chiroptera,Neoromicia guineensis,NA,NA,NA,NA,T
2909,Chiroptera,Neoromicia helios,3.56,NA,NA,NA,T
2910,Chiroptera,Neoromicia melckorum,NA,NA,NA,1.98,T
2911,Chiroptera,Neoromicia nanus,3.88,NA,NA,1.86,T
2912,Chiroptera,Neoromicia rendalli,6.42,NA,NA,NA,T
2913,Chiroptera,Neoromicia somalicus,3.53,84.99,NA,2,T
2914,Chiroptera,Neoromicia tenuipinnis,5.35,37,NA,NA,T
2915,Chiroptera,Neoromicia zuluensis,4.14,NA,NA,NA,T
3099,Chiroptera,Noctilio albiventris,31.46,66.5,NA,0.99,T
3100,Chiroptera,Noctilio leporinus,29.93,NA,NA,NA,T
3121,Chiroptera,Notopteris macdonaldi,68.17,NA,NA,0.99,T
3122,Chiroptera,Notopteris neocaledonica,NA,NA,NA,1,T
3125,Chiroptera,Nyctalus aviator,NA,NA,NA,1.91,T
3126,Chiroptera,Nyctalus azoreum,NA,NA,NA,NA,T
3127,Chiroptera,Nyctalus furvus,NA,NA,NA,NA,T
3128,Chiroptera,Nyctalus lasiopterus,45.98,NA,NA,1.82,T
3129,Chiroptera,Nyctalus leisleri,12.47,NA,NA,1.73,T
3130,Chiroptera,Nyctalus montanus,NA,NA,NA,NA,T
3131,Chiroptera,Nyctalus noctula,28.48,75,NA,1.33,T
3132,Chiroptera,Nyctalus plancyi,NA,NA,NA,NA,T
3134,Chiroptera,Nycteris arge,10.79,NA,NA,0.98,T
3135,Chiroptera,Nycteris aurita,NA,NA,NA,NA,T
3136,Chiroptera,Nycteris gambiensis,7.13,NA,NA,NA,T
3137,Chiroptera,Nycteris grandis,29.8,75.99,NA,1,T
3138,Chiroptera,Nycteris hispida,7.98,NA,NA,0.99,T
3139,Chiroptera,Nycteris intermedia,NA,NA,NA,NA,T
3140,Chiroptera,Nycteris javanica,17.78,NA,NA,1,T
3141,Chiroptera,Nycteris macrotis,14.49,NA,NA,0.99,T
3142,Chiroptera,Nycteris madagascariensis,17.69,115,NA,NA,T
3143,Chiroptera,Nycteris major,NA,NA,NA,NA,T
3144,Chiroptera,Nycteris nana,6.98,NA,NA,1,T
3145,Chiroptera,Nycteris parisii,NA,NA,NA,NA,T
3146,Chiroptera,Nycteris thebaica,9.2,52.65,NA,1,T
3147,Chiroptera,Nycteris tragata,14.4,NA,NA,NA,T
3148,Chiroptera,Nycteris vinsoni,NA,NA,NA,NA,T
3149,Chiroptera,Nycteris woodi,7.6,NA,NA,NA,T
3153,Chiroptera,Nycticeinops schlieffeni,5.05,NA,NA,2.54,T
3154,Chiroptera,Nycticeius aenobarbus,NA,NA,NA,NA,T
3155,Chiroptera,Nycticeius cubanus,NA,NA,NA,NA,T
3156,Chiroptera,Nycticeius humeralis,9.12,NA,NA,1.94,T
3157,Chiroptera,Nyctiellus lepidus,NA,NA,NA,NA,T
3158,Chiroptera,Nyctimene aello,85.26,121.55,NA,0.98,T
3159,Chiroptera,Nyctimene albiventer,29.95,82.32,NA,0.98,T
3160,Chiroptera,Nyctimene cephalotes,44.92,94.7,NA,0.98,T
3161,Chiroptera,Nyctimene certans,43.24,86.36,NA,NA,T
3162,Chiroptera,Nyctimene cyclotis,48.83,NA,NA,NA,T
3163,Chiroptera,Nyctimene draconilla,30.15,110,NA,NA,T
3164,Chiroptera,Nyctimene keasti,NA,NA,NA,NA,T
3165,Chiroptera,Nyctimene major,107.06,134.03,NA,NA,T
3166,Chiroptera,Nyctimene malaitensis,78.39,119.69,NA,NA,T
3167,Chiroptera,Nyctimene masalai,53.2,NA,NA,NA,T
3168,Chiroptera,Nyctimene minutus,NA,NA,NA,NA,T
3169,Chiroptera,Nyctimene rabori,68.25,NA,NA,1,T
3170,Chiroptera,Nyctimene robinsoni,48.83,NA,NA,0.99,T
3171,Chiroptera,Nyctimene sanctacrucis,NA,NA,NA,NA,T
3172,Chiroptera,Nyctimene vizcaccia,41.96,93.93,NA,NA,T
3173,Chiroptera,Nyctinomops aurispinosus,18.43,NA,NA,1,T
3174,Chiroptera,Nyctinomops femorosaccus,15.04,NA,NA,0.99,T
3175,Chiroptera,Nyctinomops laticaudatus,13.12,NA,NA,0.99,T
3176,Chiroptera,Nyctinomops macrotis,16.38,NA,NA,0.99,T
3178,Chiroptera,Nyctophilus arnhemensis,6.83,NA,NA,NA,T
3179,Chiroptera,Nyctophilus bifax,9.89,NA,NA,2,T
3180,Chiroptera,Nyctophilus geoffroyi,NA,NA,NA,NA,T
3181,Chiroptera,Nyctophilus gouldi,11.32,NA,NA,1.54,T
3182,Chiroptera,Nyctophilus heran,NA,NA,NA,NA,T
3183,Chiroptera,Nyctophilus howensis,NA,NA,NA,NA,T
3184,Chiroptera,Nyctophilus microdon,NA,NA,NA,NA,T
3185,Chiroptera,Nyctophilus microtis,7.29,NA,NA,NA,T
2934,Chiroptera,Nyctophilus nebulosus,NA,NA,NA,NA,T
2935,Chiroptera,Nyctophilus timoriensis,11.02,NA,NA,2,T
2936,Chiroptera,Nyctophilus walkeri,4.44,NA,NA,NA,T
3253,Chiroptera,Otomops formosus,NA,NA,NA,NA,T
3254,Chiroptera,Otomops johnstonei,NA,NA,NA,NA,T
3255,Chiroptera,Otomops madagascariensis,NA,NA,NA,NA,T
3256,Chiroptera,Otomops martiensseni,34.92,NA,NA,0.99,T
3257,Chiroptera,Otomops papuensis,NA,NA,NA,NA,T
3258,Chiroptera,Otomops secundus,NA,NA,NA,NA,T
3259,Chiroptera,Otomops wroughtoni,NA,NA,NA,1,T
3279,Chiroptera,Otonycteris hemprichii,21.98,64.6,NA,1.38,T
3281,Chiroptera,Otopteropus cartilagonodus,16.92,NA,NA,0.99,T
3343,Chiroptera,Paracoelops megalotis,NA,NA,NA,NA,T
3371,Chiroptera,Paranyctimene raptor,24.94,77.67,NA,0.98,T
3372,Chiroptera,Paranyctimene tenax,NA,NA,NA,NA,T
3396,Chiroptera,Penthetor lucasi,35.39,NA,NA,1,T
3482,Chiroptera,Peropteryx kappleri,9.85,NA,NA,1,T
3483,Chiroptera,Peropteryx leucoptera,NA,NA,NA,NA,T
3484,Chiroptera,Peropteryx macrotis,5.68,NA,NA,0.99,T
3485,Chiroptera,Peropteryx trinitatis,4.19,NA,NA,NA,T
3559,Chiroptera,Pharotis imogene,NA,NA,NA,NA,T
3574,Chiroptera,Philetor brachypterus,12,NA,NA,NA,T
3325,Chiroptera,Phoniscus aerosa,NA,NA,NA,NA,T
3326,Chiroptera,Phoniscus atrox,4.81,NA,NA,NA,T
3327,Chiroptera,Phoniscus jagorii,4.7,NA,NA,1,T
3328,Chiroptera,Phoniscus papuensis,6.32,NA,NA,NA,T
3329,Chiroptera,Phylloderma stenops,55.82,NA,NA,0.98,T
3589,Chiroptera,Phyllonycteris aphylla,14.15,70,NA,0.99,T
3590,Chiroptera,Phyllonycteris major,NA,NA,NA,NA,T
3591,Chiroptera,Phyllonycteris poeyi,NA,63.99,NA,0.98,T
3592,Chiroptera,Phyllops falcatus,NA,NA,NA,0.98,T
3593,Chiroptera,Phyllostomus discolor,36.7,NA,NA,0.99,T
3594,Chiroptera,Phyllostomus elongatus,41.75,NA,NA,0.99,T
3595,Chiroptera,Phyllostomus hastatus,91.44,107,NA,0.99,T
3644,Chiroptera,Phyllostomus latifolius,134,NA,NA,NA,T
3725,Chiroptera,Pipistrellus abramus,5.87,NA,NA,2.1,T
3726,Chiroptera,Pipistrellus adamsi,NA,NA,NA,NA,T
3727,Chiroptera,Pipistrellus aero,NA,NA,NA,NA,T
3728,Chiroptera,Pipistrellus angulatus,3.35,NA,NA,NA,T
3729,Chiroptera,Pipistrellus ceylonicus,8.05,NA,NA,1.98,T
3730,Chiroptera,Pipistrellus collinus,6.75,NA,NA,NA,T
3731,Chiroptera,Pipistrellus coromandra,4.59,NA,NA,1.4,T
3732,Chiroptera,Pipistrellus deserti,NA,NA,NA,NA,T
3733,Chiroptera,Pipistrellus endoi,NA,NA,NA,NA,T
3734,Chiroptera,Pipistrellus hesperidus,NA,NA,NA,NA,T
3735,Chiroptera,Pipistrellus hesperus,3.56,NA,NA,1.86,T
3736,Chiroptera,Pipistrellus inexspectatus,NA,NA,NA,NA,T
3737,Chiroptera,Pipistrellus javanicus,4.92,NA,NA,2.29,T
3738,Chiroptera,Pipistrellus kuhlii,6.07,45.99,NA,1.21,T
3739,Chiroptera,Pipistrellus maderensis,NA,NA,NA,NA,T
3740,Chiroptera,Pipistrellus minahassae,NA,NA,NA,NA,T
3741,Chiroptera,Pipistrellus nanulus,2.51,NA,NA,1.96,T
3742,Chiroptera,Pipistrellus nathusii,7.44,NA,NA,1.73,T
3743,Chiroptera,Pipistrellus papuanus,NA,NA,NA,NA,T
3744,Chiroptera,Pipistrellus paterculus,NA,NA,NA,NA,T
3745,Chiroptera,Pipistrellus permixtus,NA,NA,NA,NA,T
3746,Chiroptera,Pipistrellus pipistrellus,5.3,39.98,NA,1.37,T
3747,Chiroptera,Pipistrellus pygmaeus,NA,NA,NA,NA,T
3748,Chiroptera,Pipistrellus rueppellii,7.07,45,NA,1.96,T
3749,Chiroptera,Pipistrellus rusticus,4.57,NA,NA,1.96,T
3750,Chiroptera,Pipistrellus stenopterus,15.67,NA,NA,0.98,T
3751,Chiroptera,Pipistrellus sturdeei,NA,NA,NA,NA,T
3752,Chiroptera,Pipistrellus subflavus,5.74,NA,NA,1.96,T
3753,Chiroptera,Pipistrellus tenuis,3.48,NA,NA,1.92,T
3754,Chiroptera,Pipistrellus wattsi,NA,NA,NA,NA,T
3755,Chiroptera,Pipistrellus westralis,NA,NA,NA,NA,T
3773,Chiroptera,Platalina genovensium,NA,NA,NA,0.98,T
3776,Chiroptera,Platymops setiger,NA,NA,NA,1,T
3777,Chiroptera,Platyrrhinus aurarius,35.12,NA,NA,NA,T
3778,Chiroptera,Platyrrhinus brachycephalus,14.26,NA,NA,0.98,T
3779,Chiroptera,Platyrrhinus chocoensis,NA,NA,NA,NA,T
3780,Chiroptera,Platyrrhinus dorsalis,26,NA,NA,0.99,T
3781,Chiroptera,Platyrrhinus helleri,13.44,NA,NA,0.99,T
3782,Chiroptera,Platyrrhinus infuscus,50.76,NA,NA,0.98,T
3783,Chiroptera,Platyrrhinus lineatus,24.34,NA,NA,0.99,T
3784,Chiroptera,Platyrrhinus recifinus,NA,NA,NA,NA,T
3785,Chiroptera,Platyrrhinus umbratus,25.17,NA,NA,NA,T
3786,Chiroptera,Platyrrhinus vittatus,37.01,81.99,NA,0.98,T
3787,Chiroptera,Plecotus alpinus,NA,NA,NA,NA,T
3788,Chiroptera,Plecotus auritus,8.19,NA,NA,1.22,T
3789,Chiroptera,Plecotus austriacus,6.75,41,NA,NA,T
3790,Chiroptera,Plecotus balensis,NA,NA,NA,NA,T
3791,Chiroptera,Plecotus kolombatovici,NA,NA,NA,NA,T
3792,Chiroptera,Plecotus sardus,NA,NA,NA,NA,T
3793,Chiroptera,Plecotus taivanus,NA,NA,NA,NA,T
3794,Chiroptera,Plecotus teneriffae,NA,NA,NA,NA,T
3795,Chiroptera,Plerotes anchietae,NA,NA,NA,NA,T
3627,Chiroptera,Promops centralis,29.8,NA,NA,0.99,T
3628,Chiroptera,Promops nasutus,15.5,NA,NA,NA,T
3649,Chiroptera,Ptenochirus jagori,79.18,NA,NA,1,T
3650,Chiroptera,Ptenochirus minor,47.02,NA,NA,NA,T
3651,Chiroptera,Pteralopex acrodonta,257.53,186.79,NA,NA,T
3652,Chiroptera,Pteralopex anceps,574.75,262.31,NA,1,T
3653,Chiroptera,Pteralopex atrata,490.8,207.44,NA,NA,T
3654,Chiroptera,Pteralopex pulchra,291.15,NA,NA,NA,T
3655,Chiroptera,Pteralopex taki,NA,NA,NA,NA,T
3659,Chiroptera,Pteronotus davyi,9.52,NA,NA,0.99,T
3660,Chiroptera,Pteronotus gymnonotus,13.6,NA,NA,0.98,T
3661,Chiroptera,Pteronotus macleayii,NA,NA,NA,NA,T
3438,Chiroptera,Pteronotus parnellii,19.59,57,NA,0.99,T
3439,Chiroptera,Pteronotus personatus,7.99,45.21,NA,0.98,T
3440,Chiroptera,Pteronotus pristinus,NA,NA,NA,NA,T
3441,Chiroptera,Pteronotus quadridens,5.64,NA,NA,1.21,T
3443,Chiroptera,Pteropus admiralitatum,306.46,179.97,NA,1,T
3444,Chiroptera,Pteropus aldabrensis,310.29,NA,NA,NA,T
3445,Chiroptera,Pteropus alecto,610.13,254.6,NA,1,T
3446,Chiroptera,Pteropus anetianus,397.22,NA,NA,0.98,T
3447,Chiroptera,Pteropus aruensis,NA,NA,NA,NA,T
3448,Chiroptera,Pteropus banakrisi,NA,NA,NA,NA,T
3449,Chiroptera,Pteropus brunneus,200,117.64,NA,NA,T
3450,Chiroptera,Pteropus caniceps,525.12,216.67,NA,NA,T
3451,Chiroptera,Pteropus capistratus,NA,NA,NA,NA,T
3662,Chiroptera,Pteropus chrysoproctus,730.19,253.59,NA,NA,T
3663,Chiroptera,Pteropus cognatus,NA,NA,NA,NA,T
3664,Chiroptera,Pteropus conspicillatus,760.71,NA,NA,1,T
3665,Chiroptera,Pteropus dasymallus,491.86,NA,NA,1,T
3666,Chiroptera,Pteropus faunulus,NA,169.49,NA,NA,T
3667,Chiroptera,Pteropus fundatus,210.67,147.36,NA,NA,T
3668,Chiroptera,Pteropus giganteus,824.85,NA,NA,0.99,T
3669,Chiroptera,Pteropus gilliardorum,406.94,159.02,NA,NA,T
3670,Chiroptera,Pteropus griseus,NA,NA,NA,NA,T
3715,Chiroptera,Pteropus howensis,232.92,184.64,NA,0.98,T
3716,Chiroptera,Pteropus hypomelanus,435.61,204.9,NA,1,T
3717,Chiroptera,Pteropus insularis,NA,NA,NA,NA,T
3922,Chiroptera,Pteropus intermedius,NA,NA,NA,NA,T
3923,Chiroptera,Pteropus keyensis,NA,NA,NA,NA,T
3924,Chiroptera,Pteropus leucopterus,343.81,NA,NA,NA,T
3925,Chiroptera,Pteropus livingstonii,734.27,340,NA,1,T
3926,Chiroptera,Pteropus lombocensis,256.15,NA,NA,NA,T
3927,Chiroptera,Pteropus loochoensis,NA,NA,NA,NA,T
3928,Chiroptera,Pteropus lylei,319.75,237.49,NA,NA,T
3929,Chiroptera,Pteropus macrotis,365.99,211.17,NA,1,T
3930,Chiroptera,Pteropus mahaganus,297.28,189.92,NA,NA,T
3931,Chiroptera,Pteropus mariannus,458.58,217.5,NA,NA,T
3932,Chiroptera,Pteropus melanopogon,874.94,285.02,NA,NA,T
3933,Chiroptera,Pteropus melanotus,NA,NA,NA,1,T
3934,Chiroptera,Pteropus molossinus,NA,NA,NA,NA,T
3935,Chiroptera,Pteropus neohibernicus,1017.37,279.07,NA,1,T
3936,Chiroptera,Pteropus niger,474.43,NA,NA,1,T
3937,Chiroptera,Pteropus nitendiensis,275.56,175.48,NA,NA,T
3938,Chiroptera,Pteropus ocularis,228.76,202.87,NA,NA,T
3939,Chiroptera,Pteropus ornatus,336.25,183.18,NA,0.98,T
3940,Chiroptera,Pteropus pelewensis,NA,NA,NA,NA,T
3941,Chiroptera,Pteropus personatus,130.84,136.38,NA,NA,T
3942,Chiroptera,Pteropus pilosus,NA,NA,NA,NA,T
3943,Chiroptera,Pteropus pohlei,352.75,197.33,NA,NA,T
3944,Chiroptera,Pteropus poliocephalus,702.78,272.59,NA,1,T
3945,Chiroptera,Pteropus pselaphon,NA,NA,NA,0.98,T
3946,Chiroptera,Pteropus pumilus,184.05,NA,NA,NA,T
3947,Chiroptera,Pteropus rayneri,661.28,255.53,NA,0.99,T
3948,Chiroptera,Pteropus rennelli,NA,NA,NA,NA,T
3949,Chiroptera,Pteropus rodricensis,256.17,NA,NA,1,T
3950,Chiroptera,Pteropus rufus,NA,NA,NA,NA,T
3951,Chiroptera,Pteropus samoensis,309.99,NA,NA,NA,T
3952,Chiroptera,Pteropus scapulatus,380.35,NA,NA,1,T
3953,Chiroptera,Pteropus seychellensis,492.2,NA,NA,1,T
3954,Chiroptera,Pteropus speciosus,NA,NA,NA,NA,T
3955,Chiroptera,Pteropus subniger,NA,NA,NA,NA,T
3956,Chiroptera,Pteropus temminckii,NA,NA,NA,NA,T
3957,Chiroptera,Pteropus tokudae,153.7,145.5,NA,1,T
3958,Chiroptera,Pteropus tonganus,561.51,177.32,NA,1,T
3959,Chiroptera,Pteropus tuberculatus,NA,NA,NA,NA,T
3960,Chiroptera,Pteropus ualanus,NA,NA,NA,NA,T
3961,Chiroptera,Pteropus vampyrus,1027.54,NA,NA,0.99,T
3962,Chiroptera,Pteropus vetulus,151.54,135.99,NA,NA,T
3963,Chiroptera,Pteropus voeltzkowi,542.4,NA,NA,1,T
3964,Chiroptera,Pteropus woodfordi,122.67,141.52,NA,NA,T
3965,Chiroptera,Pteropus yapensis,NA,NA,NA,NA,T
3990,Chiroptera,Pygoderma bilabiatum,18.5,NA,NA,0.98,T
4145,Chiroptera,Rhinolophus acuminatus,12.1,NA,NA,1,T
4146,Chiroptera,Rhinolophus adami,NA,NA,NA,NA,T
4147,Chiroptera,Rhinolophus affinis,13.7,NA,NA,0.99,T
4148,Chiroptera,Rhinolophus alcyone,18.62,NA,NA,0.98,T
4149,Chiroptera,Rhinolophus arcuatus,8.98,NA,NA,NA,T
4150,Chiroptera,Rhinolophus beddomei,NA,NA,NA,NA,T
4151,Chiroptera,Rhinolophus blasii,10.29,NA,NA,NA,T
4152,Chiroptera,Rhinolophus bocharicus,15.05,NA,NA,NA,T
4153,Chiroptera,Rhinolophus borneensis,NA,NA,NA,NA,T
4154,Chiroptera,Rhinolophus canuti,NA,NA,NA,NA,T
4155,Chiroptera,Rhinolophus capensis,12.87,NA,NA,0.99,T
4156,Chiroptera,Rhinolophus celebensis,NA,NA,NA,NA,T
4157,Chiroptera,Rhinolophus clivosus,NA,NA,NA,NA,T
4158,Chiroptera,Rhinolophus coelophyllus,7.07,NA,NA,NA,T
4159,Chiroptera,Rhinolophus cognatus,NA,NA,NA,NA,T
4160,Chiroptera,Rhinolophus convexus,NA,NA,NA,NA,T
4161,Chiroptera,Rhinolophus cornutus,7.27,NA,NA,1,T
4162,Chiroptera,Rhinolophus creaghi,NA,NA,NA,NA,T
4163,Chiroptera,Rhinolophus darlingi,8.94,NA,NA,1.96,T
4164,Chiroptera,Rhinolophus deckenii,NA,NA,NA,NA,T
4165,Chiroptera,Rhinolophus denti,6.3,NA,NA,NA,T
4166,Chiroptera,Rhinolophus eloquens,19.15,NA,NA,NA,T
4167,Chiroptera,Rhinolophus euryale,9.25,NA,NA,1,T
4168,Chiroptera,Rhinolophus euryotis,14.3,NA,NA,NA,T
4169,Chiroptera,Rhinolophus ferrumequinum,22.59,NA,NA,0.98,T
4170,Chiroptera,Rhinolophus formosae,NA,NA,NA,NA,T
4171,Chiroptera,Rhinolophus fumigatus,13.09,NA,NA,0.99,T
4172,Chiroptera,Rhinolophus guineensis,NA,NA,NA,NA,T
4173,Chiroptera,Rhinolophus hildebrandtii,25.99,NA,NA,0.99,T
4174,Chiroptera,Rhinolophus hilli,13.6,60.86,NA,NA,T
4175,Chiroptera,Rhinolophus hillorum,NA,NA,NA,NA,T
4176,Chiroptera,Rhinolophus hipposideros,4.57,38.99,NA,1,T
4177,Chiroptera,Rhinolophus imaizumii,NA,NA,NA,NA,T
4178,Chiroptera,Rhinolophus inops,13.65,NA,NA,NA,T
4179,Chiroptera,Rhinolophus keyensis,6.26,NA,NA,1,T
4180,Chiroptera,Rhinolophus landeri,9.39,NA,NA,0.99,T
4181,Chiroptera,Rhinolophus lepidus,5.46,NA,NA,1,T
4182,Chiroptera,Rhinolophus luctus,34.07,NA,NA,0.99,T
4183,Chiroptera,Rhinolophus maclaudi,NA,NA,NA,0.98,T
4184,Chiroptera,Rhinolophus macrotis,6.18,NA,NA,0.98,T
4185,Chiroptera,Rhinolophus madurensis,NA,NA,NA,NA,T
4186,Chiroptera,Rhinolophus maendeleo,NA,NA,NA,NA,T
4187,Chiroptera,Rhinolophus malayanus,6.73,NA,NA,NA,T
4188,Chiroptera,Rhinolophus marshalli,5.02,NA,NA,NA,T
4189,Chiroptera,Rhinolophus megaphyllus,10.17,NA,NA,1,T
4190,Chiroptera,Rhinolophus mehelyi,14.03,NA,NA,NA,T
4191,Chiroptera,Rhinolophus mitratus,NA,NA,NA,NA,T
4192,Chiroptera,Rhinolophus monoceros,NA,NA,NA,NA,T
4193,Chiroptera,Rhinolophus montanus,NA,NA,NA,NA,T
4194,Chiroptera,Rhinolophus nereis,NA,NA,NA,NA,T
4195,Chiroptera,Rhinolophus osgoodi,NA,NA,NA,NA,T
4196,Chiroptera,Rhinolophus paradoxolophus,8.17,NA,NA,NA,T
4197,Chiroptera,Rhinolophus pearsonii,11.55,NA,NA,NA,T
4198,Chiroptera,Rhinolophus philippinensis,10.91,NA,NA,NA,T
4199,Chiroptera,Rhinolophus pusillus,5.15,NA,NA,1,T
4200,Chiroptera,Rhinolophus rex,NA,NA,NA,NA,T
4201,Chiroptera,Rhinolophus robinsoni,8.54,NA,NA,NA,T
4202,Chiroptera,Rhinolophus rouxii,12.25,NA,NA,0.99,T
4203,Chiroptera,Rhinolophus rufus,NA,NA,NA,NA,T
4204,Chiroptera,Rhinolophus ruwenzorii,NA,NA,NA,NA,T
4205,Chiroptera,Rhinolophus sakejiensis,NA,NA,NA,NA,T
4206,Chiroptera,Rhinolophus sedulus,8.74,NA,NA,NA,T
4207,Chiroptera,Rhinolophus shameli,9.61,NA,NA,NA,T
4208,Chiroptera,Rhinolophus shortridgei,NA,NA,NA,NA,T
4209,Chiroptera,Rhinolophus siamensis,NA,NA,NA,NA,T
4210,Chiroptera,Rhinolophus silvestris,NA,NA,NA,NA,T
4211,Chiroptera,Rhinolophus simulator,8.13,NA,NA,0.99,T
4212,Chiroptera,Rhinolophus sinicus,NA,NA,NA,NA,T
4213,Chiroptera,Rhinolophus stheno,7.92,NA,NA,0.98,T
4214,Chiroptera,Rhinolophus subbadius,NA,NA,NA,NA,T
4215,Chiroptera,Rhinolophus subrufus,NA,NA,NA,NA,T
4216,Chiroptera,Rhinolophus swinnyi,7.07,NA,NA,0.98,T
4217,Chiroptera,Rhinolophus thomasi,8.26,NA,NA,NA,T
4218,Chiroptera,Rhinolophus trifoliatus,15.16,NA,NA,NA,T
4219,Chiroptera,Rhinolophus virgo,6.06,NA,NA,NA,T
4220,Chiroptera,Rhinolophus yunanensis,19.33,NA,NA,NA,T
4221,Chiroptera,Rhinolophus ziama,NA,NA,NA,NA,T
4222,Chiroptera,Rhinonicteris aurantia,8.99,49.99,NA,1,T
4223,Chiroptera,Rhinophylla alethina,NA,NA,NA,NA,T
4224,Chiroptera,Rhinophylla fischerae,9.6,NA,NA,0.98,T
4225,Chiroptera,Rhinophylla pumilio,9.58,NA,NA,0.98,T
4230,Chiroptera,Rhinopoma hardwickii,13.1,59.8,NA,0.99,T
4231,Chiroptera,Rhinopoma macinnesi,NA,NA,NA,NA,T
4232,Chiroptera,Rhinopoma microphyllum,28.02,61.82,NA,1,T
4233,Chiroptera,Rhinopoma muscatellum,9.13,NA,NA,NA,T
4015,Chiroptera,Rhogeessa aeneus,NA,NA,NA,NA,T
4016,Chiroptera,Rhogeessa alleni,NA,NA,NA,NA,T
4017,Chiroptera,Rhogeessa genowaysi,NA,NA,NA,NA,T
4018,Chiroptera,Rhogeessa gracilis,NA,NA,NA,NA,T
4019,Chiroptera,Rhogeessa hussoni,NA,NA,NA,NA,T
3671,Chiroptera,Rhogeessa io,NA,NA,NA,NA,T
3672,Chiroptera,Rhogeessa minutilla,3.75,NA,NA,NA,T
3673,Chiroptera,Rhogeessa mira,NA,NA,NA,NA,T
3674,Chiroptera,Rhogeessa parvula,4.37,NA,NA,1.98,T
3675,Chiroptera,Rhogeessa tumida,4.58,NA,NA,1.4,T
3685,Chiroptera,Rhynchonycteris naso,4.14,42.94,NA,0.99,T
3687,Chiroptera,Rousettus aegyptiacus,134,167.37,NA,1.07,T
3688,Chiroptera,Rousettus amplexicaudatus,74.37,107.63,NA,0.99,T
3995,Chiroptera,Rousettus bidens,NA,NA,NA,0.98,T
3996,Chiroptera,Rousettus celebensis,63.07,104.5,NA,1,T
3997,Chiroptera,Rousettus lanosus,104.78,NA,NA,NA,T
3998,Chiroptera,Rousettus leschenaultii,84.88,NA,NA,1.01,T
3999,Chiroptera,Rousettus linduensis,NA,NA,NA,NA,T
4000,Chiroptera,Rousettus madagascariensis,65.72,129.99,NA,1.22,T
4001,Chiroptera,Rousettus obliviosus,45.32,NA,NA,0.98,T
4002,Chiroptera,Rousettus spinalatus,92.32,NA,NA,1,T
4021,Chiroptera,Saccolaimus flaviventris,45.25,NA,NA,NA,T
